rowname,seqnames,start,end,width,strand,geneID,geneName,geneBiotype,broadClass,baseMean,baseVar,allZero,dispGeneEst,dispGeneIter,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,condition_B_vs_A,SE_Intercept,SE_condition_B_vs_A,WaldStatistic_Intercept,WaldStatistic_condition_B_vs_A,WaldPvalue_Intercept,WaldPvalue_condition_B_vs_A,betaConv,betaIter,deviance,maxCooks
gene025,4,11393150,11429765,36616,-,ENSG00000002587,HS3ST1,protein_coding,coding,4.33886464203759,9.47782206909381,FALSE,0.338614037236055,7,1.08837009547237,0.748676451420648,11,FALSE,0.748676451420648,2.4722717043282,-0.821171697481336,0.566897488338983,0.827908607716564,4.36105602014923,-0.991862736813656,1.29436218765354e-05,0.321264488727561,TRUE,4,60.2719810039941,0.273878339667441
gene026,7,150824627,150861504,36878,+,ENSG00000002726,AOC1,protein_coding,coding,12.0501427333845,71.5553399128558,FALSE,0.314951931325757,8,0.460212150644005,0.387956274872905,10,FALSE,0.387956274872905,4.05093177185493,-1.13716487169907,0.393985091492066,0.577316570184897,10.2819417773236,-1.96974230504916,8.4997630424818e-25,0.0488679118520727,TRUE,3,78.0876149336512,0.508855191709747
gene027,7,121325367,121341104,15738,+,ENSG00000002745,WNT16,protein_coding,coding,28.2291341579354,336.913898434353,FALSE,0.587096839345351,9,0.257643385519383,0.414802833153705,10,FALSE,0.414802833153705,4.97139672445137,-0.323527970467578,0.393446818863992,0.558360957590282,12.6354985886158,-0.579424413669299,1.34538632865147e-36,0.562302834906604,TRUE,4,102.931643413278,0.222697134839715
gene028,7,43112599,43566001,453403,+,ENSG00000002746,HECW1,protein_coding,coding,5.29813676150793,28.4969309904694,FALSE,1.13256346840496,8,0.910643124002676,1.00830935537865,7,FALSE,1.00830935537865,2.5648766668301,-0.33636951117779,0.638440022781539,0.909569056401546,4.01741209088915,-0.369811955244543,5.88407749061266e-05,0.711522606787648,TRUE,5,66.8030277158856,0.479324845995018
gene029,7,1815793,2233243,417451,-,ENSG00000002822,MAD1L1,protein_coding,coding,16.6007743326773,173.924012318412,FALSE,0.451793259544992,6,0.36332594994384,0.406544836715503,6,FALSE,0.406544836715503,4.48683974586935,-1.05728593287771,0.395334470522907,0.57248214390091,11.3494776712353,-1.84684525821772,7.46070473301302e-30,0.0647695704125473,TRUE,4,87.4376723475891,0.081483454672026
gene030,17,38869859,38921770,51912,+,ENSG00000002834,LASP1,protein_coding,coding,61.5834809381915,362.831939913858,FALSE,0.0762428961977813,3,0.175928451683085,0.121362655375208,10,FALSE,0.121362655375208,5.77295319885457,0.325687990878025,0.219904213551991,0.308610769125015,26.2521263490465,1.05533579337308,6.75904145894111e-152,0.291271776470556,TRUE,3,104.097133773771,0.566196340605959
gene031,17,48103357,48123074,19718,+,ENSG00000002919,SNX11,protein_coding,coding,6.51660300859342,25.3621191833128,FALSE,0.265613146068449,6,0.760335898371062,0.50486851272495,8,FALSE,0.50486851272495,3.11353288351518,-0.977492699000507,0.463325426388968,0.681444032994296,6.71996982289793,-1.43444311149862,1.81762200748845e-11,0.151445852375385,TRUE,3,65.7491743482284,0.311409115664349
gene032,7,150800403,150805120,4718,+,ENSG00000002933,TMEM176A,protein_coding,coding,18.7231300539676,202.961444323497,FALSE,0.447134374274695,6,0.334244091169253,0.390981784012425,8,FALSE,0.390981784012425,4.53400126658192,-0.701267965134206,0.387814112056304,0.555906006687194,11.6911714288614,-1.26148657632478,1.41422391824662e-31,0.207133593365456,TRUE,4,90.7873723925044,0.20075839098445
gene033,12,8940363,8949955,9593,-,ENSG00000003056,M6PR,protein_coding,coding,577.290577870209,46232.708855842,FALSE,0.137054066083411,5,0.114147415199638,0.127063926547184,10,FALSE,0.127063926547184,8.98049355589254,0.362600845630673,0.211554404392485,0.298894200145569,42.4500429649838,1.2131411230264,0,0.225075869817011,TRUE,3,160.684117679948,0.731520254048738
gene034,X,117897813,118117340,219528,-,ENSG00000003096,KLHL13,protein_coding,coding,3.30506851318228,11.769394239383,FALSE,1.34094715320854,8,1.3954059669042,1.37245729531806,7,FALSE,1.37245729531806,1.70637269217525,0.0352437708309166,0.762199496729862,1.07473307914962,2.23874812236989,0.0327930455614182,0.025172309470561,0.973839624069761,TRUE,6,57.0139202233095,0.458991699005592
gene035,2,72129238,72148038,18801,-,ENSG00000003137,CYP26B1,protein_coding,coding,9.52100727391755,44.3276336637529,FALSE,0.232230372724762,8,0.554099653272393,0.418977052697613,9,FALSE,0.418977052697613,3.80331553294432,-1.46165161506028,0.412129304538362,0.616316850618299,9.22845206847043,-2.3715911930591,2.74570979830332e-20,0.017711675333846,TRUE,4,72.4583284433643,0.170770750946299
gene036,7,8113184,8262687,149504,-,ENSG00000003147,ICA1,protein_coding,coding,1.59619512733318,3.30803190634508,FALSE,0.853767805197432,5,2.77500926296801,1.97909653288912,12,FALSE,1.97909653288912,0.194289579827948,0.841474558776647,0.992760787703469,1.35350145673477,0.195706339567857,0.621701997134637,0.844840022110077,0.534137838173115,TRUE,5,43.57176957431,2.30256881570415
gene037,16,90004865,90020128,15264,-,ENSG00000003249,DBNDD1,protein_coding,coding,48.611272285931,691.90460165157,FALSE,0.216502552332386,8,0.194383852809697,0.20581434920123,7,FALSE,0.20581434920123,5.18793733178353,0.737470634510783,0.284223519584501,0.396953186061757,18.253019100487,1.85782772479385,1.95784159593159e-74,0.0631934826451638,TRUE,3,106.562955803722,0.0820158963460322
gene038,2,201700554,201781189,80636,-,ENSG00000003393,ALS2,protein_coding,coding,27.5678497400749,141.882726126485,FALSE,0.168301735406396,8,0.261262469185967,0.213400496368525,10,FALSE,0.213400496368525,4.65561106213507,0.248603997228896,0.295978745379916,0.415422849299208,15.7295452285236,0.598436021630191,9.48901501524412e-56,0.549549036416451,TRUE,3,92.8231983686911,0.221819187779354
gene039,2,201182881,201229406,46526,+,ENSG00000003400,CASP10,protein_coding,coding,6.77423665993141,88.4166899125556,FALSE,1.3626122371244,9,0.735479869544715,0.96786303573254,10,FALSE,0.96786303573254,3.53908111519154,-2.60911384096867,0.604303905609328,0.934313512216459,5.85645911327187,-2.79254640637606,4.72839928880846e-09,0.005229496584219,TRUE,5,65.1373339926094,0.147266862805409
gene040,2,201116104,201176687,60584,+,ENSG00000003402,CFLAR,protein_coding,coding,15.5759771040755,48.6414082162513,FALSE,0.186382379351388,9,0.380205663825183,0.283869506122363,9,FALSE,0.283869506122363,3.86471664984248,0.189501941706352,0.349228714682527,0.490063233456332,11.0664343662456,0.386688755183341,1.8251910572525e-28,0.6989866418754,TRUE,3,82.0925483142127,0.21024575093553
gene041,2,187464230,187565760,101531,-,ENSG00000003436,TFPI,protein_coding,coding,102.730126963581,1341.02051166763,FALSE,0.152869595068834,9,0.148228234958199,0.150686927915782,6,FALSE,0.150686927915782,6.61511824519413,0.132076856051571,0.236142446802803,0.333296814356347,28.0132535880694,0.396273982716077,1.12042529146411e-172,0.691902918362324,TRUE,3,121.281745014006,0.172500362548805
gene042,2,37231631,37253403,21773,+,ENSG00000003509,NDUFAF7,protein_coding,coding,0.32500624636426,0.576304657748064,FALSE,1e-08,1,13.2112282029058,12,7,FALSE,12,-0.619626603463709,-1.90515303288924,2.16527248932511,3.08946505516613,-0.286165647288503,-0.616661136756828,0.774751253485832,0.537458260114004,TRUE,4,16.6868611056887,0.046921918068264
gene043,3,50088908,50119021,30114,+,ENSG00000003756,RBM5,protein_coding,coding,4.64817001046798,31.8340235993461,FALSE,1.36361185707231,5,1.02305100386911,1.17361216443309,8,FALSE,1.17361216443309,2.51051927132154,-0.659092851277783,0.683497605088476,0.982400652735687,3.67304764878667,-0.670900257896215,0.000239674770179655,0.502284072059646,TRUE,5,63.5513348666515,1.40065986563017
gene044,8,17298030,17413528,115499,-,ENSG00000003987,MTMR7,protein_coding,coding,197.885307160702,7158.66342666477,FALSE,0.0995763014951514,7,0.128292518577544,0.11215304043532,7,FALSE,0.11215304043532,7.19718356004985,0.762470667618445,0.2030693374531,0.285410366483551,35.4420005024742,2.67148904579957,3.85248088310898e-275,0.00755155372046819,TRUE,3,131.544187722529,0.13606404668484
gene045,8,17497088,17570573,73486,+,ENSG00000003989,SLC7A2,protein_coding,coding,21.0804940603615,270.996387033891,FALSE,0.302934842547637,6,0.308806370521462,0.305902004109237,7,FALSE,0.305902004109237,4.89883171146409,-1.2787341296538,0.34290787566294,0.500356024737078,14.2861452277619,-2.55564851112913,2.66984094536565e-46,0.0105990121453837,TRUE,4,89.3802634882408,1.19510075042119
gene046,7,127588345,127591705,3361,+,ENSG00000004059,ARF5,protein_coding,coding,72.0848062500931,620.461864401538,FALSE,0.139312270603444,7,0.165853408223088,0.151726674580319,6,FALSE,0.151726674580319,6.16855681316599,0.00593503401293528,0.239562710872214,0.338468949780253,25.7492361424161,0.0175349438014581,3.28755361273602e-146,0.986009856004793,TRUE,3,112.384815272124,0.457991538647628
gene047,17,28364356,28404049,39694,+,ENSG00000004139,SARM1,protein_coding,coding,1.54422654284463,1.9466718239845,FALSE,1e-08,7,2.86480478480266,1.51644976169202,13,FALSE,1.51644976169202,0.986069558556949,-0.843766503679412,0.835934191587122,1.23360080245519,1.17960189747087,-0.683986668945166,0.238158587923594,0.493983583873016,TRUE,4,43.2473052211993,0.325168487745832
gene048,17,28347177,28357522,10346,-,ENSG00000004142,POLDIP2,protein_coding,coding,4.0237889834669,15.246329685238,FALSE,1.27341962059616,9,1.16523256577329,1.20834291271779,8,FALSE,1.20834291271779,1.71197117141812,0.541078574682609,0.723609569393574,1.00574954331494,2.36587690908074,0.537985404297793,0.0179874236905014,0.590587125209971,TRUE,5,60.7542493660064,0.140199187841564
gene049,3,129555175,129606818,51644,-,ENSG00000004399,PLXND1,protein_coding,coding,4.75303913576305,11.7129802689266,FALSE,0.6886234908608,8,1.00283454736795,0.87300209047271,10,FALSE,0.87300209047271,2.3057734603075,-0.116880621425652,0.609953950411384,0.864154557570046,3.78024186703336,-0.13525430190904,0.000156676082723741,0.892410814777648,TRUE,5,64.1082063609768,0.227422626213615
gene050,1,33007940,33080996,73057,-,ENSG00000004455,AK2,protein_coding,coding,1.27107305760024,2.86970931024404,FALSE,2.07534015913686,8,3.45750625501717,2.99281085293531,11,FALSE,2.99281085293531,-0.0443304713311425,0.70179797076436,1.17941404201759,1.62387958157884,-0.0375868607222174,0.432173652976181,0.970017084144694,0.665615206843836,TRUE,5,38.6946661679661,0.916484239521672
gene051,4,15778275,15853230,74956,+,ENSG00000004468,CD38,protein_coding,coding,38.3232986457282,356.094215456681,FALSE,0.156410030238882,8,0.217904039036994,0.185653393937227,8,FALSE,0.185653393937227,4.85567401385392,0.719431428616488,0.276080038208353,0.384053834967416,17.5879214062895,1.87325672370262,3.04856492085731e-69,0.0610329427589994,TRUE,3,98.59941121971,1.15849995306775
gene052,12,2794953,2805423,10471,+,ENSG00000004478,FKBP4,protein_coding,coding,1.42469538491409,2.82801910798126,FALSE,1.32270280300915,6,3.09620240107788,2.55087365360038,10,FALSE,2.55087365360038,-0.594864199982211,1.72403368054571,1.18389972195843,1.56087619626274,-0.502461643455895,1.10452942050985,0.615342826851166,0.269363548540101,TRUE,5,39.5028833235541,0.423831491539584
gene053,1,23019443,23083689,64247,+,ENSG00000004487,KDM1A,protein_coding,coding,19.7342205117316,113.837287510812,FALSE,0.234482304749255,5,0.322589357176917,0.277171984324345,8,FALSE,0.277171984324345,4.17585897833068,0.243473091788939,0.339235993356565,0.475970617188717,12.3095988046926,0.511529668001344,8.04219588911671e-35,0.608980219566061,TRUE,3,87.9383434767954,0.30157172085332
gene054,3,49940007,50100045,160039,+,ENSG00000004534,RBM6,protein_coding,coding,12.9769421509798,71.6218652345266,FALSE,0.489023142726236,6,0.434969673187476,0.461418871500649,5,FALSE,0.461418871500649,3.56243806751799,0.259870545111571,0.434772287083836,0.610130975782108,8.19380207375328,0.425925834659437,2.53101141327154e-16,0.670161889190621,TRUE,4,83.8036326989829,0.114084792575
gene055,17,3860315,3894891,34577,-,ENSG00000004660,CAMKK1,protein_coding,coding,7.59439210135117,39.0891158932153,FALSE,0.703604678121017,8,0.667582402291314,0.68397422326192,7,FALSE,0.68397422326192,2.52671226496978,0.709969600576082,0.544650583460449,0.754109258568831,4.63914359352423,0.941467821152974,3.49855916044714e-06,0.346465172139448,TRUE,5,73.2710288651122,0.21247514825781
gene056,12,21468911,21501669,32759,-,ENSG00000004700,RECQL,protein_coding,coding,2.59603277038854,13.4721458929126,FALSE,2.92469226114197,10,1.74736188826862,2.167513434501,9,FALSE,2.167513434501,1.22266342352932,0.287924547504586,0.947899840154652,1.32869783892317,1.2898656289781,0.216696783173767,0.197097316365751,0.828444655099185,TRUE,7,49.8272871197301,0.451719957089779
gene057,7,93232340,93361121,128782,+,ENSG00000004766,VPS50,protein_coding,coding,180.284925326322,9101.47444767298,FALSE,0.170901714686273,9,0.13039368238136,0.151663430495867,10,FALSE,0.151663430495867,7.95708076035126,-1.14914935558751,0.232353864438619,0.330945308249648,34.2455279561459,-3.47232405760726,5.08389744813714e-257,0.000515973097411018,TRUE,3,133.769243948384,0.210497962759926
gene058,19,35754569,35758079,3511,-,ENSG00000004776,HSPB6,protein_coding,coding,24.2705501539347,181.611280753608,FALSE,0.123443410292147,8,0.28225122422535,0.203380394634829,8,FALSE,0.203380394634829,5.07054821850161,-1.17015987159007,0.284137952948669,0.41621357016721,17.8453746353893,-2.81144094153386,3.1399036062667e-71,0.00493201441281047,TRUE,3,87.0719226838181,0.168792717360208
gene059,19,35774532,35788822,14291,+,ENSG00000004777,ARHGAP33,protein_coding,coding,7.95384007895336,33.1970436256691,FALSE,0.51879129430114,7,0.642238297351543,0.581584701904614,7,FALSE,0.581584701904614,3.06281061900971,-0.145076457686665,0.492643722132574,0.698439764434942,6.217090528935,-0.207715060158461,5.06457598256986e-10,0.835451457839996,TRUE,4,73.6108264435241,0.490538551134633
gene060,16,23581002,23596356,15355,-,ENSG00000004779,NDUFAB1,protein_coding,coding,71.6729131116458,1358.41856745829,FALSE,0.0772830076140455,9,0.166192952605676,0.119324706400145,10,FALSE,0.119324706400145,6.68796376456714,-1.357315441191,0.211452042605987,0.307000521972991,31.6287498675492,-4.4212154183582,1.48642108120457e-219,9.81472651983254e-06,TRUE,3,105.654817160182,1.48549469656875
gene061,7,95583499,95596491,12993,-,ENSG00000004799,PDK4,protein_coding,coding,15.6227757784605,66.5169949579236,FALSE,0.24534862764868,9,0.37938657531052,0.311963169857786,10,FALSE,0.311963169857786,3.83237244038788,0.256000659071501,0.363646658398661,0.509631472799483,10.5387258534534,0.502325057880061,5.72695258711722e-26,0.615438885646438,TRUE,3,83.5218561889757,0.111088238453151
gene062,6,110424687,110476641,51955,-,ENSG00000004809,SLC22A16,protein_coding,coding,0.0797329822724914,0.0762881815447851,FALSE,1e-08,27,53.5229435852093,12,6,FALSE,12,-2.46269508955671,0.418802513812443,2.20373167164752,3.11653965008542,-1.11751132011257,0.134380614666964,0.263775762170645,0.893101609846282,TRUE,2,8.11007586131366,0.261214299394178
gene063,3,50341110,50346852,5743,-,ENSG00000004838,ZMYND10,protein_coding,coding,307.224785211104,43685.6859767778,FALSE,0.163222385927148,9,0.120632708838352,0.143318630417658,10,FALSE,0.143318630417658,7.32678400221367,1.49967106120676,0.227701577250402,0.31982256608726,32.1771332930051,4.68907206753384,3.68714227145599e-227,2.74446727848071e-06,TRUE,3,144.62070161581,0.130760655255597
gene064,7,20615207,20777038,161832,+,ENSG00000004846,ABCB5,protein_coding,coding,5.32292179895943,47.6392602259142,FALSE,1.22221746791409,5,0.906900061202376,1.04640369549531,8,FALSE,1.04640369549531,2.74384426348808,-0.769128990410394,0.643485986828875,0.927604086350008,4.26403110502819,-0.829156535345601,2.00771476743737e-05,0.40701583617374,TRUE,6,66.3084853080284,1.8079133591561
gene065,X,25003694,25016420,12727,-,ENSG00000004848,ARX,protein_coding,coding,2.67920762607815,7.78186028796741,FALSE,1.20431233553114,8,1.69643040789169,1.48662903673945,11,FALSE,1.48662903673945,1.57074404837802,-0.3198152509468,0.794284970998782,1.13326910423602,1.97755730717513,-0.282205920686774,0.0479786695523862,0.777785618707016,TRUE,5,52.8867297584605,0.355477413450082
gene066,7,96120220,96322147,201928,-,ENSG00000004864,SLC25A13,protein_coding,coding,22.596086383822,114.970669665143,FALSE,0.0906276279349734,6,0.29525512636938,0.188780132484581,11,FALSE,0.188780132484581,4.87758327119732,-0.897072718566549,0.277717021563758,0.404197543629563,17.5631412281927,-2.21939181151653,4.71899899140128e-69,0.0264600802579859,TRUE,3,84.302157649821,0.176560467958365
gene067,7,116953238,117230103,276866,+,ENSG00000004866,ST7,protein_coding,coding,32.2561184402162,166.618706237517,FALSE,0.0535554923216779,8,0.238807716242539,0.14506148296644,9,FALSE,0.14506148296644,5.39526035934173,-0.909324716509185,0.241767538908803,0.351281362002293,22.315900569997,-2.58859368833593,2.58975232793547e-110,0.00963687281226923,TRUE,3,89.4251742719109,0.310976164306597
gene068,17,47117703,47189422,71720,-,ENSG00000004897,CDC27,protein_coding,coding,8.3355932901388,29.920453871758,FALSE,0.556801020019004,10,0.617714929513796,0.591609134475002,8,FALSE,0.591609134475002,2.77826919764215,0.516362153695895,0.505076695076688,0.70265855368611,5.50068776628134,0.734869234832603,3.78312632227673e-08,0.462419136575964,TRUE,5,74.8533968502282,0.338314474295686
gene069,17,44248385,44268141,19757,-,ENSG00000004939,SLC4A1,protein_coding,coding,33.6529483526049,557.937112698248,FALSE,0.310553496135146,9,0.233327230059403,0.272565719410954,8,FALSE,0.272565719410954,4.49304622135876,0.992850953923787,0.33128070702601,0.460013111050484,13.5626558567022,2.15831012219743,6.66774068881462e-42,0.0309037282650774,TRUE,3,100.673093804485,0.414619780599209
gene070,7,93424487,93574730,150244,-,ENSG00000004948,CALCR,protein_coding,coding,10.1005059388938,37.1279468730202,FALSE,0.725792445027157,9,0.528434893759206,0.601340690725332,8,FALSE,0.601340690725332,3.10345197423272,0.43293660964122,0.498411256217592,0.69660831227248,6.22668917589182,0.621492167138935,4.7639491237223e-10,0.534275846612542,TRUE,5,80.1309378875046,0.334817510134698
